V1,V2,V3,sci,common,kingdom,phylum,class,family,genus,header,order
Cluster 449,XP_024425699,737,Desmodus rotundus,vampire bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Desmodus,vampire bat,Chiroptera
Cluster 449,XP_024425698,804,Desmodus rotundus,vampire bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Desmodus,vampire bat,Chiroptera
Cluster 449,XP_024425698,804,Desmodus rotundus,vampire bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Desmodus,vampire bat,Chiroptera
Cluster 450,XP_028378317,804,Phyllostomus discolor,pale spear-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Phyllostomus,pale spear-nosed bat,Chiroptera
Cluster 450,XP_028378317,804,Phyllostomus discolor,pale spear-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Phyllostomus,pale spear-nosed bat,Chiroptera
Cluster 450,XP_028378317,804,Phyllostomus discolor,pale spear-nosed bat,Metazoa,Chordata,Mammalia,Phyllostomidae,Phyllostomus,pale spear-nosed bat,Chiroptera
Cluster 451,KFO55775,804,Corvus brachyrhynchos,Cuervo americano,Metazoa,Chordata,Aves,Corvidae,Corvus,Cuervo americano,Passeriformes
Cluster 452,XP_025976569,804,Dromaius novaehollandiae,Emu,Metazoa,Chordata,Aves,Dromaiidae,Dromaius,Emu,Casuariiformes
Cluster 452,XP_025976569,804,Dromaius novaehollandiae,Emu,Metazoa,Chordata,Aves,Dromaiidae,Dromaius,Emu,Casuariiformes
Cluster 452,ENSDNVP00000022831_D,804,Dromaius novaehollandiae,Emu,Metazoa,Chordata,Aves,Dromaiidae,Dromaius,Emu,Casuariiformes
Cluster 452,XP_025976569,804,Dromaius novaehollandiae,Emu,Metazoa,Chordata,Aves,Dromaiidae,Dromaius,Emu,Casuariiformes
Cluster 453,XP_017550079,804,Pygocentrus nattereri,NA,Metazoa,Chordata,Actinopteri,Serrasalmidae,Pygocentrus,Pygocentrus nattereri,Characiformes
Cluster 453,XP_017550079,804,Pygocentrus nattereri,NA,Metazoa,Chordata,Actinopteri,Serrasalmidae,Pygocentrus,Pygocentrus nattereri,Characiformes
Cluster 453,ENSPNAP00000027968_P,683,Pygocentrus nattereri,NA,Metazoa,Chordata,Actinopteri,Serrasalmidae,Pygocentrus,Pygocentrus nattereri,Characiformes
Cluster 453,XP_017550079,804,Pygocentrus nattereri,NA,Metazoa,Chordata,Actinopteri,Serrasalmidae,Pygocentrus,Pygocentrus nattereri,Characiformes
Cluster 454,XP_016350321,804,Sinocyclocheilus anshuiensis,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Cypriniformes
Cluster 455,XP_016404211,804,Sinocyclocheilus rhinocerous,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus rhinocerous,Cypriniformes
Cluster 456,XP_030627971,804,Chanos chanos,sabalote,Metazoa,Chordata,Actinopteri,Chanidae,Chanos,sabalote,Gonorynchiformes
Cluster 456,XP_030627971,804,Chanos chanos,sabalote,Metazoa,Chordata,Actinopteri,Chanidae,Chanos,sabalote,Gonorynchiformes
Cluster 457,NP_001269290,804,Chinchilla lanigera,Long-tailed Chinchilla,Metazoa,Chordata,Mammalia,Chinchillidae,Chinchilla,Long-tailed Chinchilla,Rodentia
Cluster 457,NP_001269290,804,Chinchilla lanigera,Long-tailed Chinchilla,Metazoa,Chordata,Mammalia,Chinchillidae,Chinchilla,Long-tailed Chinchilla,Rodentia
Cluster 458,XP_005358818,804,Microtus ochrogaster,Prairie Vole,Metazoa,Chordata,Mammalia,Cricetidae,Microtus,Prairie Vole,Rodentia
Cluster 458,XP_005358818,804,Microtus ochrogaster,Prairie Vole,Metazoa,Chordata,Mammalia,Cricetidae,Microtus,Prairie Vole,Rodentia
Cluster 458,ENSMOCP00000012209_M,804,Microtus ochrogaster,Prairie Vole,Metazoa,Chordata,Mammalia,Cricetidae,Microtus,Prairie Vole,Rodentia
Cluster 458,XP_005358818,804,Microtus ochrogaster,Prairie Vole,Metazoa,Chordata,Mammalia,Cricetidae,Microtus,Prairie Vole,Rodentia
Cluster 459,XP_008839098,804,Nannospalax galili,NA,Metazoa,Chordata,Mammalia,Spalacidae,Nannospalax,Nannospalax galili,Rodentia
Cluster 459,XP_008839098,804,Nannospalax galili,NA,Metazoa,Chordata,Mammalia,Spalacidae,Nannospalax,Nannospalax galili,Rodentia
Cluster 459,ENSNGAP00000016609_N,804,Nannospalax galili,NA,Metazoa,Chordata,Mammalia,Spalacidae,Nannospalax,Nannospalax galili,Rodentia
Cluster 459,XP_008839098,804,Nannospalax galili,NA,Metazoa,Chordata,Mammalia,Spalacidae,Nannospalax,Nannospalax galili,Rodentia
Cluster 460,XP_005641049,804,Canis lupus familiaris,domestic dog,Metazoa,Chordata,Mammalia,Canidae,Canis,domestic dog,Carnivora
Cluster 460,XP_025292925,804,Canis lupus dingo,dingo,Metazoa,Chordata,Mammalia,Canidae,Canis,dingo,Carnivora
Cluster 460,ENSCAFP00040021511_C,804,NA,NA,NA,NA,NA,NA,NA,ENSCAFP00040021511_C,NA
Cluster 460,ENSCAFP00000041771_C,804,Canis lupus familiaris,domestic dog,Metazoa,Chordata,Mammalia,Canidae,Canis,domestic dog,Carnivora
Cluster 461,ABW16956,804,Nyctereutes procyonoides,Raccoon dog,Metazoa,Chordata,Mammalia,Canidae,Nyctereutes,Raccoon dog,Carnivora
Cluster 462,XP_025292925,804,Canis lupus dingo,dingo,Metazoa,Chordata,Mammalia,Canidae,Canis,dingo,Carnivora
Cluster 462,ENSCAFP00020004437_C,804,Canis lupus dingo,dingo,Metazoa,Chordata,Mammalia,Canidae,Canis,dingo,Carnivora
Cluster 462,XP_025292925,804,Canis lupus dingo,dingo,Metazoa,Chordata,Mammalia,Canidae,Canis,dingo,Carnivora
Cluster 463,XP_025842512,804,Vulpes vulpes,Red Fox,Metazoa,Chordata,Mammalia,Canidae,Vulpes,Red Fox,Carnivora
Cluster 463,XP_025842512,804,Vulpes vulpes,Red Fox,Metazoa,Chordata,Mammalia,Canidae,Vulpes,Red Fox,Carnivora
Cluster 463,ENSVVUP00000013100_V,804,Vulpes vulpes,Red Fox,Metazoa,Chordata,Mammalia,Canidae,Vulpes,Red Fox,Carnivora
Cluster 463,XP_025842512,804,Vulpes vulpes,Red Fox,Metazoa,Chordata,Mammalia,Canidae,Vulpes,Red Fox,Carnivora
Cluster 464,NP_001158732,804,Canis lupus familiaris,domestic dog,Metazoa,Chordata,Mammalia,Canidae,Canis,domestic dog,Carnivora
Cluster 464,NP_001158732,804,Canis lupus familiaris,domestic dog,Metazoa,Chordata,Mammalia,Canidae,Canis,domestic dog,Carnivora
Cluster 464,NP_001158732,804,Canis lupus familiaris,domestic dog,Metazoa,Chordata,Mammalia,Canidae,Canis,domestic dog,Carnivora
Cluster 465,XP_007538670,804,Erinaceus europaeus,West European Hedgehog,Metazoa,Chordata,Mammalia,Erinaceidae,Erinaceus,West European Hedgehog,Eulipotyphla
Cluster 465,XP_007538670,804,Erinaceus europaeus,West European Hedgehog,Metazoa,Chordata,Mammalia,Erinaceidae,Erinaceus,West European Hedgehog,Eulipotyphla
Cluster 465,XP_007538670,804,Erinaceus europaeus,West European Hedgehog,Metazoa,Chordata,Mammalia,Erinaceidae,Erinaceus,West European Hedgehog,Eulipotyphla
Cluster 466,XP_019781177,804,Tursiops truncatus,Bottlenose Dolphin,Metazoa,Chordata,Mammalia,Delphinidae,Tursiops,Bottlenose Dolphin,Artiodactyla
Cluster 467,ENSCPBP00000021630_C,804,Chrysemys picta,Painted Turtle,Metazoa,Chordata,NA,Emydidae,Chrysemys,Painted Turtle,Testudines
Cluster 468,ENSTGUP00000020568_T,804,Taeniopygia guttata,Zebra Finch,Metazoa,Chordata,Aves,Estrildidae,Taeniopygia,Zebra Finch,Passeriformes
Cluster 469,ENSANIP00000024403_A,804,NA,NA,NA,NA,NA,NA,NA,ENSANIP00000024403_A,NA
Cluster 470,ENSSSUP00005027518_S,804,Suricata suricatta,NA,Metazoa,Chordata,Mammalia,Herpestidae,Suricata,Suricata suricatta,Carnivora
Cluster 471,ENSTTRP00000003366_T,804,NA,NA,NA,NA,NA,NA,NA,ENSTTRP00000003366_T,NA
Cluster 472,ENSMMSP00000022538_M,804,NA,NA,NA,NA,NA,NA,NA,ENSMMSP00000022538_M,NA
Cluster 473,MT515624,804,Megaderma lyra,greater false vampire bat,Metazoa,Chordata,Mammalia,Megadermatidae,Megaderma,greater false vampire bat,Chiroptera
Cluster 474,XP_006041602,803,Bubalus bubalis,water buffalo,Metazoa,Chordata,Mammalia,Bovidae,Bubalus,water buffalo,Artiodactyla
Cluster 474,XP_006041602,803,Bubalus bubalis,water buffalo,Metazoa,Chordata,Mammalia,Bovidae,Bubalus,water buffalo,Artiodactyla
Cluster 474,XP_006041602,803,Bubalus bubalis,water buffalo,Metazoa,Chordata,Mammalia,Bovidae,Bubalus,water buffalo,Artiodactyla
Cluster 475,KFO91230,803,Buceros rhinoceros silvestris,NA,Metazoa,Chordata,Aves,Bucerotidae,Buceros,Buceros rhinoceros silvestris,Bucerotiformes
Cluster 476,KFP57867,803,Cathartes aura,Zopilote aura,Metazoa,Chordata,Aves,Cathartidae,Cathartes,Zopilote aura,Accipitriformes
Cluster 477,KFQ92425,803,Nipponia nippon,Japanese Crested Ibis,Metazoa,Chordata,Aves,Threskiornithidae,Nipponia,Japanese Crested Ibis,Pelecaniformes
Cluster 478,KFP42826,803,Chlamydotis macqueenii,Macqueen's Bustard,Metazoa,Chordata,Aves,Otididae,Chlamydotis,Macqueen's Bustard,Gruiformes
Cluster 479,RMC06429,803,Hirundo rustica rustica,NA,Metazoa,Chordata,Aves,Hirundinidae,Hirundo,Hirundo rustica rustica,Passeriformes
Cluster 480,XP_026020155,803,Astatotilapia calliptera,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Astatotilapia,Astatotilapia calliptera,Cichliformes
Cluster 480,XP_026020155,803,Astatotilapia calliptera,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Astatotilapia,Astatotilapia calliptera,Cichliformes
Cluster 480,ENSACLP00000030383_A,803,Astatotilapia calliptera,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Astatotilapia,Astatotilapia calliptera,Cichliformes
Cluster 480,XP_026020155,803,Astatotilapia calliptera,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Astatotilapia,Astatotilapia calliptera,Cichliformes
Cluster 481,XP_004543482,803,Maylandia zebra,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Maylandia,Maylandia zebra,Cichliformes
Cluster 481,XP_004543482,803,Maylandia zebra,NA,Actinopteri,Vertebrata,NA,NA,NA,Maylandia zebra,NA
Cluster 481,ENSMZEP00005008212_M,803,Maylandia zebra,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Maylandia,Maylandia zebra,Cichliformes
Cluster 481,XP_004543482,803,Maylandia zebra,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Maylandia,Maylandia zebra,Cichliformes
Cluster 482,ACT66266,803,Pipistrellus abramus,Japanese Pipistrelle,Metazoa,Chordata,Mammalia,Vespertilionidae,Pipistrellus,Japanese Pipistrelle,Chiroptera
Cluster 482,ACT66266,803,Pipistrellus abramus,Japanese Pipistrelle,Metazoa,Chordata,Mammalia,Vespertilionidae,Pipistrellus,Japanese Pipistrelle,Chiroptera
Cluster 483,XP_004612266,803,Sorex araneus,Common Shrew,Metazoa,Chordata,Mammalia,Soricidae,Sorex,Common Shrew,Eulipotyphla
Cluster 483,XP_004612266,803,Sorex araneus,Common Shrew,Metazoa,Chordata,Mammalia,Soricidae,Sorex,Common Shrew,Eulipotyphla
Cluster 483,XP_004612266,803,Sorex araneus,Common Shrew,Metazoa,Chordata,Mammalia,Soricidae,Sorex,Common Shrew,Eulipotyphla
Cluster 484,KFW94280,803,Phalacrocorax carbo,Great Cormorant,Metazoa,Chordata,Aves,Phalacrocoracidae,Phalacrocorax,Great Cormorant,Pelecaniformes
Cluster 485,XP_019384827,765,Crocodylus porosus,saltwater crocodile,Metazoa,Chordata,NA,Crocodylidae,Crocodylus,saltwater crocodile,Crocodylia
Cluster 485,XP_019384826,803,Crocodylus porosus,saltwater crocodile,Metazoa,Chordata,NA,Crocodylidae,Crocodylus,saltwater crocodile,Crocodylia
Cluster 485,XP_019384826,803,Crocodylus porosus,saltwater crocodile,Metazoa,Chordata,NA,Crocodylidae,Crocodylus,saltwater crocodile,Crocodylia
Cluster 485,XP_019384826,803,Crocodylus porosus,saltwater crocodile,Metazoa,Chordata,NA,Crocodylidae,Crocodylus,saltwater crocodile,Crocodylia
Cluster 486,XP_019381061,765,Gavialis gangeticus,Gavial,Metazoa,Chordata,NA,Gavialidae,Gavialis,Gavial,Crocodylia
Cluster 486,XP_019381060,803,Gavialis gangeticus,Gavial,Metazoa,Chordata,NA,Gavialidae,Gavialis,Gavial,Crocodylia
Cluster 486,XP_019381060,803,Gavialis gangeticus,Gavial,Metazoa,Chordata,NA,Gavialidae,Gavialis,Gavial,Crocodylia
Cluster 486,XP_019381060,803,Gavialis gangeticus,Gavial,Metazoa,Chordata,NA,Gavialidae,Gavialis,Gavial,Crocodylia
Cluster 487,XP_025066629,765,Alligator sinensis,Chinese Alligator,Metazoa,Chordata,NA,Alligatoridae,Alligator,Chinese Alligator,Crocodylia
Cluster 487,XP_025066628,803,Alligator sinensis,Chinese Alligator,Metazoa,Chordata,NA,Alligatoridae,Alligator,Chinese Alligator,Crocodylia
Cluster 487,XP_025066628,803,Alligator sinensis,Chinese Alligator,Metazoa,Chordata,NA,Alligatoridae,Alligator,Chinese Alligator,Crocodylia
Cluster 487,XP_025066628,803,Alligator sinensis,Chinese Alligator,Metazoa,Chordata,NA,Alligatoridae,Alligator,Chinese Alligator,Crocodylia
Cluster 488,XP_030582139,803,Archocentrus centrarchus,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Archocentrus,Archocentrus centrarchus,Cichliformes
Cluster 488,XP_030582139,803,Archocentrus centrarchus,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Archocentrus,Archocentrus centrarchus,Cichliformes
Cluster 488,XP_030582139,803,Archocentrus centrarchus,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Archocentrus,Archocentrus centrarchus,Cichliformes
Cluster 489,XP_005943362,803,Haplochromis burtoni,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Haplochromis,Haplochromis burtoni,Cichliformes
Cluster 489,XP_005943362,803,Haplochromis burtoni,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Haplochromis,Haplochromis burtoni,Cichliformes
Cluster 489,ENSHBUP00000035213_H,803,Haplochromis burtoni,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Haplochromis,Haplochromis burtoni,Cichliformes
Cluster 489,XP_005943362,803,Haplochromis burtoni,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Haplochromis,Haplochromis burtoni,Cichliformes
Cluster 490,XP_005724169,803,Pundamilia nyererei,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Pundamilia,Pundamilia nyererei,Cichliformes
Cluster 490,XP_005724169,803,Pundamilia nyererei,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Pundamilia,Pundamilia nyererei,Cichliformes
Cluster 490,ENSPNYP00000030809_P,772,Pundamilia nyererei,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Pundamilia,Pundamilia nyererei,Cichliformes
Cluster 490,XP_005724169,803,Pundamilia nyererei,NA,Metazoa,Chordata,Actinopteri,Cichlidae,Pundamilia,Pundamilia nyererei,Cichliformes
Cluster 491,XP_006780474,803,Neolamprologus brichardi,fairy cichlid,Metazoa,Chordata,Actinopteri,Cichlidae,Neolamprologus,fairy cichlid,Cichliformes
Cluster 491,XP_006780474,803,Neolamprologus brichardi,fairy cichlid,Metazoa,Chordata,Actinopteri,Cichlidae,Neolamprologus,fairy cichlid,Cichliformes
Cluster 492,ENSLCOP00000003526_L,803,Lepidothrix coronata,Blue-crowned Manakin,Metazoa,Chordata,Aves,Pipridae,Lepidothrix,Blue-crowned Manakin,Passeriformes
Cluster 493,ENSZALP00000010592_Z,803,Zonotrichia albicollis,Gorrión garganta blanca,Metazoa,Chordata,Aves,Passerellidae,Zonotrichia,Gorrión garganta blanca,Passeriformes
Cluster 494,ENSACOP00000001045_A,803,NA,NA,NA,NA,NA,NA,NA,ENSACOP00000001045_A,NA
Cluster 495,ENSACCP00020014222_A,803,Aquila chrysaetos chrysaetos,NA,Metazoa,Chordata,Aves,Accipitridae,Aquila,Aquila chrysaetos chrysaetos,Accipitriformes
Cluster 496,ENSVURP00010029576_V,803,Vombatus ursinus,Common Wombat,Metazoa,Chordata,Mammalia,Vombatidae,Vombatus,Common Wombat,Diprotodontia
Cluster 497,XP_005466868,802,Oreochromis niloticus,Nile mouthbreeder,Metazoa,Chordata,Actinopteri,Cichlidae,Oreochromis,Nile mouthbreeder,Cichliformes
Cluster 498,XP_029978931,802,Sphaeramia orbicularis,NA,Metazoa,Chordata,Actinopteri,Apogonidae,Sphaeramia,Sphaeramia orbicularis,Kurtiformes
Cluster 499,XP_016887914,802,Cynoglossus semilaevis,NA,Metazoa,Chordata,Actinopteri,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis,Pleuronectiformes
Cluster 499,XP_016887914,802,Cynoglossus semilaevis,NA,Metazoa,Chordata,Actinopteri,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis,Pleuronectiformes
Cluster 499,ENSCSEP00000001568_C,802,Cynoglossus semilaevis,NA,Metazoa,Chordata,Actinopteri,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis,Pleuronectiformes
Cluster 499,XP_016887914,802,Cynoglossus semilaevis,NA,Metazoa,Chordata,Actinopteri,Cynoglossidae,Cynoglossus,Cynoglossus semilaevis,Pleuronectiformes
Cluster 500,ENSCPGP00000007987_C,802,NA,NA,NA,NA,NA,NA,NA,ENSCPGP00000007987_C,NA
Cluster 501,ENSVKKP00000008337_V,802,NA,NA,NA,NA,NA,NA,NA,ENSVKKP00000008337_V,NA
Cluster 502,ENSPPYP00000022536_P,802,Pongo abelii,Sumatran Orangutan,Metazoa,Chordata,Mammalia,Hominidae,Pongo,Sumatran Orangutan,Primates
Cluster 503,MT560523,802,Chrysocyon brachyurus,Maned Wolf,Metazoa,Chordata,Mammalia,Canidae,Chrysocyon,Maned Wolf,Carnivora
Cluster 504,MT560521,802,Speothos venaticus,Bush Dog,Metazoa,Chordata,Mammalia,Canidae,Speothos,Bush Dog,Carnivora
Cluster 505,KAA8595870,801,Etheostoma spectabile,orangethroat darter,Metazoa,Chordata,Actinopteri,Percidae,Etheostoma,orangethroat darter,Perciformes
Cluster 506,ENSCCAP00000008763_C,801,Cebus capucinus imitator,NA,Metazoa,Chordata,Mammalia,Cebidae,Cebus,Cebus capucinus imitator,Primates
Cluster 507,XP_004386381,800,Trichechus manatus latirostris,Florida manatee,Metazoa,Chordata,Mammalia,Trichechidae,Trichechus,Florida manatee,Sirenia
Cluster 507,XP_004386381,800,Trichechus manatus latirostris,Florida manatee,Metazoa,Chordata,Mammalia,Trichechidae,Trichechus,Florida manatee,Sirenia
Cluster 507,XP_004386381,800,Trichechus manatus latirostris,Florida manatee,Metazoa,Chordata,Mammalia,Trichechidae,Trichechus,Florida manatee,Sirenia
Cluster 508,XP_023410960,800,Loxodonta africana,African savannah elephant,Metazoa,Chordata,Mammalia,Elephantidae,Loxodonta,African savannah elephant,Proboscidea
Cluster 508,XP_023410960,800,Loxodonta africana,African savannah elephant,Metazoa,Chordata,Mammalia,Elephantidae,Loxodonta,African savannah elephant,Proboscidea
Cluster 508,ENSLAFP00000009226_L,800,NA,NA,NA,NA,NA,NA,NA,ENSLAFP00000009226_L,NA
Cluster 508,XP_023410960,800,Loxodonta africana,African savannah elephant,Metazoa,Chordata,Mammalia,Elephantidae,Loxodonta,African savannah elephant,Proboscidea
Cluster 509,XP_012585871,800,Condylura cristata,condylure étoilé,Metazoa,Chordata,Mammalia,Talpidae,Condylura,condylure étoilé,Eulipotyphla
Cluster 509,XP_012585871,800,Condylura cristata,condylure étoilé,Metazoa,Chordata,Mammalia,Talpidae,Condylura,condylure étoilé,Eulipotyphla
Cluster 509,XP_012585871,800,Condylura cristata,condylure étoilé,Metazoa,Chordata,Mammalia,Talpidae,Condylura,condylure étoilé,Eulipotyphla
Cluster 510,KFP67600,800,Cariama cristata,Red-legged Seriema,Metazoa,Chordata,Aves,Cariamidae,Cariama,Red-legged Seriema,Cariamiformes
Cluster 511,ENSPCIP00000025943_P,800,Phascolarctos cinereus,Koala,Metazoa,Chordata,Mammalia,Phascolarctidae,Phascolarctos,Koala,Diprotodontia
Cluster 512,XP_023609439,799,Myotis lucifugus,little brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,little brown bat,Chiroptera
Cluster 513,XP_014399782,799,Myotis brandtii,Brandt's Myotis,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,Brandt's Myotis,Chiroptera
Cluster 514,XP_015426919,799,Myotis davidii,David's Myotis,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,David's Myotis,Chiroptera
Cluster 515,XP_027986092,799,Eptesicus fuscus,big brown bat,Metazoa,Chordata,Mammalia,Vespertilionidae,Eptesicus,big brown bat,Chiroptera
Cluster 516,XP_006835673,799,Chrysochloris asiatica,Cape Golden Mole,Metazoa,Chordata,Mammalia,Chrysochloridae,Chrysochloris,Cape Golden Mole,NA
Cluster 516,XP_006835673,799,Chrysochloris asiatica,Cape Golden Mole,Metazoa,Chordata,Mammalia,Chrysochloridae,Chrysochloris,Cape Golden Mole,NA
Cluster 516,XP_006835673,799,Chrysochloris asiatica,Cape Golden Mole,Metazoa,Chordata,Mammalia,Chrysochloridae,Chrysochloris,Cape Golden Mole,NA
Cluster 517,XP_007951028,799,Orycteropus afer afer,NA,Metazoa,Chordata,Mammalia,Orycteropodidae,Orycteropus,Orycteropus afer afer,Tubulidentata
Cluster 517,XP_007951028,799,Orycteropus afer afer,NA,Metazoa,Chordata,Mammalia,Orycteropodidae,Orycteropus,Orycteropus afer afer,Tubulidentata
Cluster 517,XP_007951028,799,Orycteropus afer afer,NA,Metazoa,Chordata,Mammalia,Orycteropodidae,Orycteropus,Orycteropus afer afer,Tubulidentata
Cluster 518,XP_008937519,799,Merops nubicus,Northern Carmine Bee-eater,Metazoa,Chordata,Aves,Meropidae,Merops,Northern Carmine Bee-eater,Coraciiformes
Cluster 518,XP_008937519,799,Merops nubicus,Northern Carmine Bee-eater,Metazoa,Chordata,Aves,Meropidae,Merops,Northern Carmine Bee-eater,Coraciiformes
Cluster 518,XP_008937519,799,Merops nubicus,Northern Carmine Bee-eater,Metazoa,Chordata,Aves,Meropidae,Merops,Northern Carmine Bee-eater,Coraciiformes
Cluster 519,XP_021154486,799,Columba livia,Paloma doméstica,Metazoa,Chordata,Aves,Columbidae,Columba,Paloma doméstica,Columbiformes
Cluster 519,XP_021154486,799,Columba livia,Paloma doméstica,Metazoa,Chordata,Aves,Columbidae,Columba,Paloma doméstica,Columbiformes
Cluster 519,XP_021154486,799,Columba livia,Paloma doméstica,Metazoa,Chordata,Aves,Columbidae,Columba,Paloma doméstica,Columbiformes
Cluster 520,XP_028655640,799,Erpetoichthys calabaricus,snakefish,Metazoa,Chordata,Cladistia,Polypteridae,Erpetoichthys,snakefish,Polypteriformes
Cluster 520,XP_028655640,799,Erpetoichthys calabaricus,snakefish,Metazoa,Chordata,Cladistia,Polypteridae,Erpetoichthys,snakefish,Polypteriformes
Cluster 520,XP_028655640,799,Erpetoichthys calabaricus,snakefish,Metazoa,Chordata,Cladistia,Polypteridae,Erpetoichthys,snakefish,Polypteriformes
Cluster 521,ENSSANP00000104341_S,799,Sinocyclocheilus anshuiensis,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus anshuiensis,Cypriniformes
Cluster 522,XP_006892457,798,Elephantulus edwardii,Cape Elephant Shrew,Metazoa,Chordata,Mammalia,Macroscelididae,Elephantulus,Cape Elephant Shrew,Macroscelidea
Cluster 522,XP_006892457,798,Elephantulus edwardii,Cape Elephant Shrew,Metazoa,Chordata,Mammalia,Macroscelididae,Elephantulus,Cape Elephant Shrew,Macroscelidea
Cluster 522,XP_006892457,798,Elephantulus edwardii,Cape Elephant Shrew,Metazoa,Chordata,Mammalia,Macroscelididae,Elephantulus,Cape Elephant Shrew,Macroscelidea
Cluster 523,XP_004710002,798,Echinops telfairi,Lesser Hedgehog Tenrec,Metazoa,Chordata,Mammalia,Tenrecidae,Echinops,Lesser Hedgehog Tenrec,NA
Cluster 523,XP_004710002,798,Echinops telfairi,Lesser Hedgehog Tenrec,Metazoa,Chordata,Mammalia,Tenrecidae,Echinops,Lesser Hedgehog Tenrec,NA
Cluster 523,XP_004710002,798,Echinops telfairi,Lesser Hedgehog Tenrec,Metazoa,Chordata,Mammalia,Tenrecidae,Echinops,Lesser Hedgehog Tenrec,NA
Cluster 524,XP_009323767,798,Pygoscelis adeliae,Adelie Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Adelie Penguin,Sphenisciformes
Cluster 524,XP_009323767,798,Pygoscelis adeliae,Adelie Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Adelie Penguin,Sphenisciformes
Cluster 524,XP_009323767,798,Pygoscelis adeliae,Adelie Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Adelie Penguin,Sphenisciformes
Cluster 525,BAB40431,798,Mus musculus,souris commune,Metazoa,Chordata,Mammalia,Muridae,Mus,souris commune,Rodentia
Cluster 526,ENSNMLP00000042004_N,798,NA,NA,NA,NA,NA,NA,NA,ENSNMLP00000042004_N,NA
Cluster 527,XP_007090142,797,Panthera tigris altaica,Siberian tiger,Metazoa,Chordata,Mammalia,Felidae,Panthera,Siberian tiger,Carnivora
Cluster 527,XP_007090142,797,Panthera tigris altaica,Siberian tiger,Metazoa,Chordata,Mammalia,Felidae,Panthera,Siberian tiger,Carnivora
Cluster 527,ENSPTIP00000018286_P,744,Panthera tigris altaica,Siberian tiger,Metazoa,Chordata,Mammalia,Felidae,Panthera,Siberian tiger,Carnivora
Cluster 527,XP_007090142,797,Panthera tigris altaica,Siberian tiger,Metazoa,Chordata,Mammalia,Felidae,Panthera,Siberian tiger,Carnivora
Cluster 528,ENSMALP00000019424_M,797,NA,NA,NA,NA,NA,NA,NA,ENSMALP00000019424_M,NA
Cluster 529,ENSEGOP00005009542_E,797,NA,NA,NA,NA,NA,NA,NA,ENSEGOP00005009542_E,NA
Cluster 530,ENSPTXP00000008013_P,797,Pseudonaja textilis,Eastern Brown Snake,Metazoa,Chordata,Lepidosauria,Elapidae,Pseudonaja,Eastern Brown Snake,Squamata
Cluster 531,KFQ88824,796,Phoenicopterus ruber ruber,NA,Metazoa,Chordata,Aves,Phoenicopteridae,Phoenicopterus,Phoenicopterus ruber ruber,Phoenicopteriformes
Cluster 532,ENSSCUP00000010523_S,796,Struthio camelus australis,NA,Metazoa,Chordata,Aves,Struthionidae,Struthio,Struthio camelus australis,Struthioniformes
Cluster 533,XP_010136813,794,Buceros rhinoceros silvestris,NA,Metazoa,Chordata,Aves,Bucerotidae,Buceros,Buceros rhinoceros silvestris,Bucerotiformes
Cluster 533,XP_010136813,794,Buceros rhinoceros silvestris,NA,Metazoa,Chordata,Aves,Bucerotidae,Buceros,Buceros rhinoceros silvestris,Bucerotiformes
Cluster 533,XP_010136813,794,Buceros rhinoceros silvestris,NA,Metazoa,Chordata,Aves,Bucerotidae,Buceros,Buceros rhinoceros silvestris,Bucerotiformes
